customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4670-TABXH,Female,0,Yes,Yes,68,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),38.82162937308962,4749.15,No
6711-VTNRE,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,96.26061781363828,1322.85,Yes
7422-WNBTY,Female,0,No,No,58,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),45.96514773735313,155.35,Yes
3186-AJIEK,Female,0,No,Yes,1,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),68.42798181688684,1226.45,No
5220-AGAAX,Female,0,No,Yes,14,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),49.605860748122964,4741.45,Yes
3999-QGRJH,Male,1,Yes,Yes,36,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.86344906795277,1380.4,No
5628-RKIFK,Male,0,No,No,70,No,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),72.17599028723512,677.05,No
9441-QHEVC,Male,1,No,Yes,19,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,88.21543824303009,7842.3,No
9103-TCIHJ,Male,0,No,Yes,34,Yes,No phone service,No,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),26.63934852205935,1162.85,No
4903-CNOZC,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),22.30376674704159,497.3,Yes
9818-XQCUV,Female,1,No,Yes,30,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,44.30243360424666,1173.35,No
0106-GHRQR,Male,0,Yes,Yes,18,No,No,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),49.317996371492235,4264.6,No
1904-WAJAA,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),87.36189438858014,419.9,No
6754-WKSHP,Female,1,Yes,Yes,23,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,75.44761552260034,202.3,Yes
3003-CMDUU,Male,1,Yes,Yes,38,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),55.89525049696602,1013.6,Yes
0365-BZUWY,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,83.98880715989009,4003,No
5740-YHGTW,Male,0,No,Yes,38,No,Yes,No,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,34.68835760729686,49.7,Yes
2676-SSLTO,Female,0,Yes,No,16,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24.630714328877943,19.2,Yes
5533-NHFRF,Female,1,Yes,Yes,18,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,104.12776177797915,1553.95,No
4767-HZZHQ,Male,0,No,Yes,47,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),74.9265858910222,1043.4,No
5872-OEQNH,Male,1,Yes,Yes,34,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,No,Mailed check,83.48407500056084,682.15,Yes
9685-WKZGT,Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,49.1278462003322,1035.7,Yes
9134-WYRVP,Female,0,Yes,Yes,46,No,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,55.63147325263882,3846.35,Yes
7029-RPUAV,Female,1,Yes,No,46,No,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,26.52792843887406,1383.6,No
2724-FJDYW,Female,0,No,Yes,63,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,104.37731287407823,4554.85,Yes
0626-QXNGV,Female,0,No,Yes,45,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),77.79016473293295,1206.05,Yes
4835-YSJMR,Female,1,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),26.654580149584035,2958.95,Yes
8610-WFCJF,Female,1,No,No,16,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,99.10522477236256,44.05,Yes
7470-DYNOE,Male,1,Yes,Yes,41,No,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,62.88359463645594,4888.2,No
7601-WFVZV,Female,1,No,No,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.14268569208633,249.4,No
5777-ZPQNC,Male,1,No,Yes,69,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),19.518296139959375,505.45,No
4627-MIHJH,Male,1,No,No,16,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.138339545698326,2937.65,Yes
0442-ZXKVS,Female,0,No,No,13,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),35.41368735760554,5985,No
7096-ZNBZI,Female,0,No,Yes,23,No,Yes,No,Yes,No internet service,No,No,No,No,One year,No,Mailed check,39.44711389213832,1275.85,Yes
4827-USJHP,Male,0,No,No,56,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),95.02753079616885,8093.15,Yes
5327-CNLUQ,Female,1,No,Yes,49,No,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,No,Electronic check,89.27276348366811,374.8,No
2108-YKQTY,Female,1,No,No,56,No,No,No,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,80.16685597254774,5953,Yes
1548-ARAGG,Male,1,No,No,60,No,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Mailed check,107.17831909657555,190.1,Yes
9386-LDCZR,Male,0,No,No,38,No,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),43.08845275746481,6219.6,Yes
4531-AUZNK,Male,0,No,Yes,54,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,109.14269284239705,5060.9,No
0921-OHLVP,Female,1,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),109.65184246115084,38.15,No
9227-UAQFT,Female,1,No,No,36,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,61.89310589877983,1346.3,No
7748-UMTRK,Male,1,Yes,Yes,13,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),27.735813142226974,1880.85,No
2542-HYGIQ,Female,1,No,Yes,26,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,91.26927077304727,2793.55,No
6217-KDYWC,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,52.11133160103145,3038.55,No
8735-SDUFN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.14041650239143,2425.4,No
9741-YLNTD,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,34.70087353233221,1938.05,No
7908-QCBCA,Female,1,No,No,67,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.47126891422371,225.6,No
1541-ETJZO,Male,0,No,No,47,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),69.3114098969802,429.55,No
6050-FFXES,Female,1,No,No,56,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),28.331606302246158,5186,Yes
1131-ALZWV,Female,1,No,No,21,No,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,54.764948980102176,340.35,No
1320-REHCS,Male,1,Yes,No,3,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,26.76790900139617,6333.4,Yes
5781-RFZRP,Female,0,No,Yes,71,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.95640110598086,1281.25,Yes
8314-HTWVE,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,102.96190814068619,203.95,No
7137-RYLPP,Male,1,No,No,58,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),45.405578712065235,2964.05,No
7854-EKTJL,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,95.11862971233747,963.95,Yes
9586-JGQKH,Female,1,No,Yes,10,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,No,Electronic check,36.68445526905187,3527,No
3523-BRGUW,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.96036021281047,1215.45,No
1095-JUDTC,Male,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),110.26150869301019,318.5,Yes
1602-IJQQE,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),50.80477219735987,216.45,No
0195-IESCP,Male,0,Yes,Yes,37,No,No,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),108.74136962790614,4135,No
8746-BFOAJ,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,69.04480311590265,4667,Yes
7421-ZLUPA,Male,0,No,No,9,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,50.08891588314858,8331.95,Yes
1544-JJMYL,Female,0,No,No,25,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.34907762870891,3346.8,Yes
1100-DDVRV,Female,0,No,No,7,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.46974531035768,551.3,No
1565-RHDJD,Male,0,No,Yes,7,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,21.06589455291745,3772.65,Yes
3113-IWHLC,Female,1,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,78.53287522273646,44.3,No
5599-HVLTW,Female,0,Yes,No,71,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),98.32344709168855,4510.8,No
8988-ECPJR,Female,1,No,Yes,33,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,93.78040389752968,216.9,No
2911-UREFD,Female,1,Yes,Yes,15,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),26.236685086836353,6743.55,Yes
9786-IJYDL,Male,0,Yes,No,12,No,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,113.75024495012256,1636.95,No
3716-UVSPD,Male,1,No,No,21,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,88.90788553257032,52.05,No
5433-KYGHE,Female,1,No,No,26,Yes,No,No,No,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),113.63576139963777,669,Yes
9256-JTBNZ,Female,0,No,Yes,63,No,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Two year,No,Electronic check,51.324324776897264,2583.75,Yes
0218-QNVAS,Male,1,Yes,Yes,1,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,87.99088236227315,5398.6,No
6194-HBGQN,Female,1,Yes,Yes,25,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,104.67384404671527,605.45,Yes
1090-PYKCI,Female,0,No,No,68,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),56.48665442700648,132.4,No
7017-VFHAY,Female,0,No,No,29,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.2184218362413,7422.1,No
5150-LJNSR,Male,0,Yes,Yes,7,No,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,44.881775517664366,267.6,No
8608-OZTLB,Male,0,Yes,No,37,No,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),49.96916941513268,1607.2,Yes
6572-ADKRS,Female,0,No,No,60,No,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.7430219510174,793.55,Yes
5986-WWXDV,Female,1,Yes,Yes,64,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),115.70080452352168,1184,No
6917-FIJHC,Female,1,No,No,66,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),46.91217270466755,95.45,No
4719-UMSIY,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),31.957198984107272,278.4,No
7677-SJJJK,Female,0,Yes,No,71,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.53506867591506,711.15,No
9236-NDUCW,Female,1,Yes,Yes,42,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,111.68135926319505,1440.75,Yes
0988-JRWWP,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.6217211920384,1270.55,Yes
3132-TVFDZ,Male,0,No,No,45,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),82.01915491782779,27.55,Yes
7571-YXDAD,Female,1,No,Yes,71,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),94.92580508431617,76.95,Yes
4188-PCPIG,Male,1,No,Yes,34,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,One year,No,Electronic check,33.63502429356153,1336.15,Yes
8434-PNQZX,Female,1,No,Yes,38,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,116.0836240977213,2898.95,No
2181-UAESM,Female,0,No,No,50,No,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.86510316522377,45.65,Yes
7733-UDMTP,Male,1,No,Yes,3,Yes,No phone service,No,No,Yes,No,No,No,No,One year,Yes,Electronic check,81.38816280719739,1386.9,No
9530-GRMJG,Male,0,Yes,No,50,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,65.34591006024928,809.25,No
5119-NZPTV,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,65.30218846636691,33.7,Yes
6537-OTKMY,Female,0,No,Yes,54,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,88.875809398032,7842.3,Yes
9436-ZBZCT,Male,0,No,No,19,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.21356103666157,4018.55,No
8543-MSDMF,Male,0,No,Yes,23,No,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.48551497484313,7288.4,No
4816-JBHOV,Female,1,Yes,Yes,35,No,No,DSL,No,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),98.05294272305989,7133.25,No
2325-WINES,Female,1,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,21.025413754858146,2606.35,Yes
7299-GNVPL,Female,1,Yes,No,53,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,99.69795059101423,181.5,Yes
7017-VFHAY,Male,0,Yes,Yes,33,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No,Two year,No,Credit card (automatic),48.39757611771387,4111.35,Yes
3088-FVYWK,Female,1,No,Yes,16,No,Yes,No,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),30.983535425983817,4259.3,Yes
8372-JUXUI,Male,1,No,Yes,4,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,One year,No,Mailed check,29.640075587494437,1068.15,No
7952-OBOYL,Female,0,Yes,Yes,17,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.57741882404748,4920.55,Yes
7306-YDSOI,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,118.51049202207527,2142.8,No
0761-AETCS,Male,1,No,No,52,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,85.20260738647642,1597.4,Yes
9225-BZLNZ,Male,1,Yes,No,49,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),44.61598908171096,996.95,Yes
3621-CHYVB,Male,1,No,Yes,71,No,No,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),38.68225008579544,593.2,Yes
2230-XTUWL,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),71.10868847643809,7853.7,No
0423-UDIJQ,Male,1,Yes,No,12,Yes,No phone service,No,Yes,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),24.786449584745682,5265.5,No
4903-CNOZC,Male,0,No,No,15,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,58.38274870918231,5129.3,Yes
3882-IYOIJ,Male,0,No,No,12,No,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,85.20660785258164,1022.6,No
4703-MQYKT,Female,1,No,Yes,19,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),115.50005871875265,199.45,No
7250-EQKIY,Female,1,Yes,No,65,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,61.02817150546832,506.9,Yes
5081-NWSUP,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,38.372506010934316,59.05,Yes
8621-MNIHH,Female,0,Yes,No,18,Yes,No phone service,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),100.39492153896482,216.75,No
9274-UARKJ,Female,1,No,No,44,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,93.04205224849196,1993.25,Yes
3948-FVVRP,Female,1,Yes,Yes,36,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),104.65024076457676,5861.75,No
6710-HSJRD,Male,1,Yes,Yes,53,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),39.82923211806066,130.1,No
9906-NHHVC,Male,0,Yes,No,5,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.935635682908426,6873.75,Yes
9975-SKRNR,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),116.89622099116526,5764.7,No
4397-FRLTA,Female,1,No,Yes,3,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),34.133253137525536,7246.15,Yes
4707-YNOQA,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),85.7308073251215,1228.65,No
0423-UDIJQ,Male,0,Yes,Yes,33,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,42.08703838550004,1622.45,No
9820-RMCQV,Female,1,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,68.51598013139571,973.1,No
3566-CAAYU,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,98.70121940246663,7467.5,No
7328-ZJAJO,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,67.35289828185981,5487,No
6907-NZZIJ,Male,1,No,No,46,No,No,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,99.20091017784696,5669.5,No
5875-YPQFJ,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,61.096657996754764,68.5,Yes
5519-YLDGW,Female,0,No,No,24,No,Yes,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),118.6849694519383,6416.7,No
3714-NTNFO,Female,1,Yes,No,59,No,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.05073753913111,996.45,No
5232-NXPAY,Male,0,Yes,Yes,23,No,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.26263760310155,600,No
0384-LPITE,Male,1,No,No,14,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),58.637886322749516,7250.15,Yes
0707-HOVVN,Female,0,No,Yes,13,No,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,92.88061505654413,55.25,No
4973-MGTON,Female,0,No,Yes,53,No,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),103.46774465474218,51.15,No
1354-YZFNB,Male,0,No,No,5,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.49038156721437,1354.4,No
0303-UNCIP,Male,1,Yes,No,17,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,77.99492252637319,829.1,Yes
3896-ZVNET,Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,103.16145181654217,313.6,Yes
2700-LUEVA,Male,1,No,Yes,61,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),100.01139108983114,985.05,Yes
3442-ZHHCC,Male,1,No,No,39,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.35125248879385,115.1,No
7954-MLBUN,Male,1,No,No,38,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),100.16022397721092,4211.55,No
1866-RZZQS,Female,0,Yes,No,51,Yes,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.12903121604802,50.05,No
3893-JRNFS,Female,1,No,Yes,31,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,18.717140976990706,7939.25,Yes
8510-BBWMU,Male,1,Yes,Yes,72,No,No phone service,No,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,22.397311832423433,3765.05,No
7029-RPUAV,Female,0,No,No,26,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),116.7207441234374,41.2,Yes
6917-IAYHD,Male,1,Yes,Yes,51,No,No,No,No,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),32.821700221271875,247,Yes
5150-ITWWB,Male,1,Yes,No,62,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),58.903899086758,4631.7,No
9661-JALZV,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,No,Mailed check,112.09803313850178,7565.35,No
4581-SSPWD,Female,1,Yes,Yes,16,No,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,37.85146821567147,3473.4,Yes
1448-CYWKC,Female,0,Yes,No,48,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),103.05103011888332,467.15,No
9090-SGQXL,Male,1,Yes,No,22,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.48589060003884,1446.8,Yes
4987-GQWPO,Male,1,Yes,No,71,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,117.37613028240963,857.8,Yes
9128-CPXKI,Female,0,No,Yes,12,No,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),46.559024281640916,740.55,No
2308-STERM,Female,1,No,Yes,22,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,49.94019821570467,1016.7,No
8219-VYBVI,Female,1,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,108.98923910630754,1742.95,No
3886-CERTZ,Male,1,No,Yes,61,No,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.7749454498291,5614.45,No
1051-EQPZR,Male,0,No,No,53,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,73.31404617720446,106.85,No
2582-FFFZR,Male,0,Yes,Yes,19,No,No phone service,No,No,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),89.33816839870116,422.5,No
1599-MMYRQ,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,One year,Yes,Electronic check,45.57436664892001,6430.9,No
0842-IWYCP,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),112.56050101719826,233.7,Yes
2284-VFLKH,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,No,Electronic check,85.15260358142899,69.85,No
